https://uot-ii-s3.s3.amazonaws.com/original_datasets/HICO-DET/train2015/HICO_train2015_00033095.jpg,HICO_train2015_00033095.jpg
https://uot-ii-s3.s3.amazonaws.com/original_datasets/HCVRD/2347569.jpg,2347569.jpg
https://uot-ii-s3.s3.amazonaws.com/original_datasets/HCVRD/2315450.jpg,2315450.jpg
https://uot-ii-s3.s3.amazonaws.com/original_datasets/HCVRD/2404692.jpg,2404692.jpg
https://uot-ii-s3.s3.amazonaws.com/original_datasets/HCVRD/2394089.jpg,2394089.jpg
https://uot-ii-s3.s3.amazonaws.com/original_datasets/HCVRD/2385476.jpg,2385476.jpg
https://uot-ii-s3.s3.amazonaws.com/original_datasets/HCVRD/2356975.jpg,2356975.jpg
https://uot-ii-s3.s3.amazonaws.com/original_datasets/HCVRD/2344707.jpg,2344707.jpg
https://uot-ii-s3.s3.amazonaws.com/original_datasets/HICO-DET/train2015/HICO_train2015_00037986.jpg,HICO_train2015_00037986.jpg
https://uot-ii-s3.s3.amazonaws.com/original_datasets/HICO-DET/train2015/HICO_train2015_00020766.jpg,HICO_train2015_00020766.jpg
https://uot-ii-s3.s3.amazonaws.com/original_datasets/HCVRD/2338929.jpg,2338929.jpg
https://uot-ii-s3.s3.amazonaws.com/original_datasets/HICO-DET/train2015/HICO_train2015_00026682.jpg,HICO_train2015_00026682.jpg
https://uot-ii-s3.s3.amazonaws.com/original_datasets/HICO-DET/train2015/HICO_train2015_00004446.jpg,HICO_train2015_00004446.jpg
https://uot-ii-s3.s3.amazonaws.com/original_datasets/HCVRD/2317889.jpg,2317889.jpg
https://uot-ii-s3.s3.amazonaws.com/original_datasets/HCVRD/2317195.jpg,2317195.jpg
https://uot-ii-s3.s3.amazonaws.com/original_datasets/HCVRD/2341698.jpg,2341698.jpg
https://uot-ii-s3.s3.amazonaws.com/original_datasets/HCVRD/2383781.jpg,2383781.jpg
https://uot-ii-s3.s3.amazonaws.com/original_datasets/HCVRD/2389249.jpg,2389249.jpg
https://uot-ii-s3.s3.amazonaws.com/original_datasets/HICO-DET/train2015/HICO_train2015_00015508.jpg,HICO_train2015_00015508.jpg
https://uot-ii-s3.s3.amazonaws.com/original_datasets/HICO-DET/train2015/HICO_train2015_00028192.jpg,HICO_train2015_00028192.jpg
https://uot-ii-s3.s3.amazonaws.com/original_datasets/HCVRD/2316076.jpg,2316076.jpg
https://uot-ii-s3.s3.amazonaws.com/original_datasets/HICO-DET/train2015/HICO_train2015_00022848.jpg,HICO_train2015_00022848.jpg
https://uot-ii-s3.s3.amazonaws.com/original_datasets/HCVRD/2376693.jpg,2376693.jpg
https://uot-ii-s3.s3.amazonaws.com/original_datasets/HICO-DET/train2015/HICO_train2015_00034467.jpg,HICO_train2015_00034467.jpg
https://uot-ii-s3.s3.amazonaws.com/original_datasets/HICO-DET/train2015/HICO_train2015_00020710.jpg,HICO_train2015_00020710.jpg
https://uot-ii-s3.s3.amazonaws.com/original_datasets/HICO-DET/train2015/HICO_train2015_00004131.jpg,HICO_train2015_00004131.jpg
https://uot-ii-s3.s3.amazonaws.com/original_datasets/HCVRD/2384468.jpg,2384468.jpg
https://uot-ii-s3.s3.amazonaws.com/original_datasets/HICO-DET/train2015/HICO_train2015_00008058.jpg,HICO_train2015_00008058.jpg
https://uot-ii-s3.s3.amazonaws.com/original_datasets/HICO-DET/train2015/HICO_train2015_00026521.jpg,HICO_train2015_00026521.jpg
https://uot-ii-s3.s3.amazonaws.com/original_datasets/HCVRD/2405701.jpg,2405701.jpg
https://uot-ii-s3.s3.amazonaws.com/original_datasets/HCVRD/3286.jpg,3286.jpg
https://uot-ii-s3.s3.amazonaws.com/original_datasets/HCVRD/2363611.jpg,2363611.jpg
https://uot-ii-s3.s3.amazonaws.com/original_datasets/HICO-DET/train2015/HICO_train2015_00004537.jpg,HICO_train2015_00004537.jpg
https://uot-ii-s3.s3.amazonaws.com/original_datasets/HICO-DET/test2015/HICO_test2015_00003363.jpg,HICO_test2015_00003363.jpg
https://uot-ii-s3.s3.amazonaws.com/original_datasets/HCVRD/2405606.jpg,2405606.jpg
https://uot-ii-s3.s3.amazonaws.com/original_datasets/HCVRD/2362259.jpg,2362259.jpg
